metric_key,metric_name,business_unit,show_scope,partner_scope,channel_scope,frequency,source_role,source_system,how_counted,reference_doc,status_note,source_row_ref
share_of_reviewed_shows_without_violations,Share of reviewed shows without violations,b2c_moscow,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_moscow_140
share_of_reviewed_shows_without_violations,Share of reviewed shows without violations,b2c_spb,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_spb_95
show_production_costs,Show production costs,b2b,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,B2B.xlsx:row_17
show_production_costs,Show production costs,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_26
show_production_costs,Show production costs,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_20
show_production_costs,Show production costs,franchise,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (9).xlsx:row_15
show_production_costs,Show production costs,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_31
sum_of_post_show_ratings,Sum of post-show ratings,b2c_moscow,b2c_show_names,general,general,week,primary,erp,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,erp_survey_satisfaction_q1
sum_of_post_show_ratings,Sum of post-show ratings,b2c_spb,b2c_show_names,general,general,week,primary,erp,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,erp_survey_satisfaction_q1
variable_costs,Variable costs,b2b,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,B2B.xlsx:row_10
variable_costs,Variable costs,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_10
variable_costs,Variable costs,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_9
variable_costs,Variable costs,franchise,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (9).xlsx:row_11
variable_costs,Variable costs,general,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (7).xlsx:row_8
variable_costs,Variable costs,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_15
variable_logistics_costs,Variable logistics costs,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_32
variable_logistics_costs,Variable logistics costs,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_25
variable_logistics_costs,Variable logistics costs,franchise,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (9).xlsx:row_17
variable_logistics_costs,Variable logistics costs,general,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (7).xlsx:row_14
variable_logistics_costs,Variable logistics costs,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_39
venue_and_office_costs,Venue and office costs,b2b,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,B2B.xlsx:row_25
venue_and_office_costs,Venue and office costs,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_40
venue_and_office_costs,Venue and office costs,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_33
venue_and_office_costs,Venue and office costs,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_48
website_visits,Website visits,b2b,general,general,marketing_channel_names,week,primary,yandex_metrica,"ym:s:visits for https://morpheus-show.ru/corporative by ym:s:lastTrafficSource + ym:s:lastAdvEngine, normalized into canonical channels",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_metrica_weekly_fact_ingestion.md,,refined_2026_05_01
website_visits,Website visits,b2c_moscow,b2c_show_names,general,general,week,primary,yandex_metrica,ym:pv:pageviews filtered by canonical show URL paths via ym:pv:URLPathFull regex,/Users/Peter/Documents/Morpheus Metrics/docs/yandex_metrica_weekly_fact_ingestion.md,,refined_2026_05_01
website_visits,Website visits,b2c_moscow,general,general,marketing_channel_names,week,primary,yandex_metrica,"ym:s:visits by ym:s:lastTrafficSource + ym:s:lastAdvEngine, normalized into canonical channels",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_metrica_weekly_fact_ingestion.md,,refined_2026_05_01
website_visits,Website visits,b2c_spb,b2c_show_names,general,general,week,primary,yandex_metrica,ym:pv:pageviews filtered by canonical show URL paths via ym:pv:URLPathFull regex,/Users/Peter/Documents/Morpheus Metrics/docs/yandex_metrica_weekly_fact_ingestion.md,,refined_2026_05_01
website_visits,Website visits,b2c_spb,general,general,marketing_channel_names,week,primary,yandex_metrica,"ym:s:visits by ym:s:lastTrafficSource + ym:s:lastAdvEngine, normalized into canonical channels",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_metrica_weekly_fact_ingestion.md,,refined_2026_05_01
website_visits,Website visits,franchise,general,general,marketing_channel_names,week,primary,yandex_metrica,"ym:s:visits by ym:s:lastTrafficSource + ym:s:lastAdvEngine, normalized into canonical channels",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_metrica_weekly_fact_ingestion.md,,refined_2026_05_01
website_visits,Website visits,immersivny,general,general,general,week,primary,yandex_metrica,,/Users/Peter/Documents/Morpheus Metrics/docs/yandex_metrica_weekly_fact_ingestion.md,,82
website_orders,Website orders,b2c_moscow,general,general,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0 and agent_id mapped to owned site/widget,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Site-only weekly orders from ERP owned site agent.,website_orders_primary_2026_05_30
website_orders,Website orders,b2c_moscow,general,general,general,week,reference,manual_table,Parsed from live weekly Google Sheets site block row for owned site orders,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Reference only until site/widget contour is fully canonicalized in all dependent metrics.,website_orders_manual_reference_2026_05_30
